track_name,track_type,file_path,avg_rms_db,basic,bass_ratio,chroma_0_mean,chroma_10_mean,chroma_11_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,crest_factor,dynamic_range_db,fundamental_freq,high_mid_ratio,high_ratio,low_mid_ratio,mfcc_0_mean,mfcc_0_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mid_ratio,peak_frequencies,peak_to_avg_ratio,rms_std,spectral_bandwidth_max,spectral_bandwidth_mean,spectral_bandwidth_median,spectral_bandwidth_min,spectral_bandwidth_std,spectral_centroid_max,spectral_centroid_mean,spectral_centroid_median,spectral_centroid_min,spectral_centroid_std,spectral_contrast_max,spectral_contrast_mean,spectral_contrast_median,spectral_contrast_min,spectral_contrast_std,spectral_rolloff_max,spectral_rolloff_mean,spectral_rolloff_median,spectral_rolloff_min,spectral_rolloff_std,sub_bass_ratio,tempo,very_high_ratio
master_master,master,/Users/vovkes/Desktop/MUSIG/A2ML PROJECT/A2ML1 Project/Samples/Recorded/3-Audio 0004 [2025-07-20 181342].wav,-24.43791389465332,"{'duration': 10.025215419501134, 'sample_rate': 44100, 'n_samples': 442112, 'rms_energy': 0.08273916691541672, 'zero_crossing_rate': 0.1051211886935764}",0.21209542453289032,0.8115341663360596,0.7973261475563049,0.7961390614509583,0.8068523406982422,0.8577017784118652,0.8685950040817261,0.8253313899040222,0.8415135145187378,0.773873507976532,0.7751517295837402,0.7709593772888184,0.7213532328605652,8.20046615600586,28.502058029174805,173.26310980023163,0.17359304428100586,0.25366607308387756,0.07161693274974823,-234.80018615722656,65.28521728515625,-0.9633983969688416,8.038196563720703,1.2981560230255127,8.380738258361816,6.347826957702637,7.206321716308594,82.94532012939453,51.43821716308594,-38.143192291259766,36.60688781738281,82.51102447509766,18.04220199584961,-2.6575138568878174,15.310022354125977,28.62647819519043,16.839059829711914,0.6162766814231873,9.897817611694336,23.553112030029297,10.43520736694336,8.087812423706055,11.421215057373047,7.6758809089660645,8.140868186950684,0.12730833888053894,"[173.26310980023163, 164.9839859583092, 85.78369281991894, 55.2606579328315, 171.56738563983788]",2.5425026416778564,6.0550537109375,4456.350349280549,3420.1805314484927,3347.8672000549914,2430.431917046092,452.28891428337005,6423.5056685373675,3801.348525184002,3858.718758079787,1220.8773276178965,1539.107086878424,47.62125685939319,16.596614222372555,14.328190995730896,0.9580524781551474,8.641646952276956,10422.0703125,7305.164082845052,7482.7880859375,2777.783203125,1898.4138520098982,0.03279269486665726,99.38401442307692,0.12729360163211823
